,TicketID,CustomerID,IssueType,ResolutionTime,Status
831,CMP2606-RMDHZ1,2606-RMDHZ,Internet,5,Closed
832,CMP4759-TRPLW1,4759-TRPLW,Billing,11,Closed
833,CMP4759-TRPLW2,4759-TRPLW,Service,14,Closed
834,CMP8199-ZLLSA1,8199-ZLLSA,Billing,14,Closed
835,CMP8199-ZLLSA2,8199-ZLLSA,Billing,12,Closed
836,CMP5980-NOPLP1,5980-NOPLP,Billing,13,Closed
837,CMP5980-NOPLP2,5980-NOPLP,Billing,12,Closed
838,CMP9874-QLCLH1,9874-QLCLH,Service,11,Open
839,CMP6000-APYLU1,6000-APYLU,Service,10,Closed
840,CMP6000-APYLU2,6000-APYLU,Service,12,Closed
841,CMP0947-IDHRQ1,0947-IDHRQ,Service,13,Closed
842,CMP1902-XBTFB1,1902-XBTFB,Internet,11,Closed
843,CMP1902-XBTFB2,1902-XBTFB,Service,13,Closed
844,CMP2983-ZANRP1,2983-ZANRP,Service,11,Open
845,CMP0302-JOIVN1,0302-JOIVN,Billing,11,Closed
846,CMP5366-IJEQJ1,5366-IJEQJ,Billing,13,Closed
847,CMP5366-IJEQJ2,5366-IJEQJ,Billing,11,Closed
848,CMP4971-PUYQO1,4971-PUYQO,Billing,12,Closed
849,CMP8634-CILSZ1,8634-CILSZ,Billing,13,Closed
850,CMP8780-IXSTS1,8780-IXSTS,Service,14,Closed
851,CMP8780-IXSTS2,8780-IXSTS,Billing,11,Closed
852,CMP3235-ETOOB1,3235-ETOOB,Internet,7,Open
853,CMP3235-ETOOB2,3235-ETOOB,Service,7,Closed
854,CMP2082-OJVTK1,2082-OJVTK,Service,12,Closed
855,CMP1213-NGCUN1,1213-NGCUN,Internet,6,Closed
856,CMP5747-PMBSQ1,5747-PMBSQ,Internet,11,Closed
857,CMP9526-JAWYF1,9526-JAWYF,Service,11,Closed
858,CMP4919-IKATY1,4919-IKATY,Internet,13,Closed
859,CMP8065-YKXKD1,8065-YKXKD,Service,8,Closed
860,CMP9637-EIHEQ1,9637-EIHEQ,Service,12,Closed
861,CMP9689-PTNPG1,9689-PTNPG,Service,14,Closed
862,CMP9465-RWMXL1,9465-RWMXL,Service,9,Closed
863,CMP9465-RWMXL2,9465-RWMXL,Internet,5,Closed
864,CMP2362-IBOOY1,2362-IBOOY,Service,14,Closed
865,CMP5515-IDEJJ1,5515-IDEJJ,Service,14,Closed
866,CMP9095-HFAFX1,9095-HFAFX,Billing,11,Closed
867,CMP6005-OBZPH1,6005-OBZPH,Billing,10,Closed
868,CMP6005-OBZPH2,6005-OBZPH,Billing,11,Closed
869,CMP2722-VOJQL1,2722-VOJQL,Service,14,Closed
870,CMP2722-VOJQL2,2722-VOJQL,Billing,13,Closed
871,CMP6331-LWDTQ1,6331-LWDTQ,Internet,5,Open
872,CMP1597-FZREH1,1597-FZREH,Internet,14,Closed
873,CMP7000-WCEVQ1,7000-WCEVQ,Service,6,Open
874,CMP7000-WCEVQ2,7000-WCEVQ,Billing,5,Closed
875,CMP0727-IWKVK1,0727-IWKVK,Service,5,Closed
876,CMP0727-IWKVK2,0727-IWKVK,Billing,7,Closed
877,CMP5959-BELXA1,5959-BELXA,Service,10,Open
878,CMP7503-ZGUZJ1,7503-ZGUZJ,Billing,15,Closed
879,CMP7503-ZGUZJ2,7503-ZGUZJ,Service,11,Closed
880,CMP2207-OBZNX1,2207-OBZNX,Internet,9,Closed
881,CMP6142-VSJQO1,6142-VSJQO,Internet,11,Closed
882,CMP6142-VSJQO2,6142-VSJQO,Internet,13,Open
883,CMP6060-DRTNL1,6060-DRTNL,Service,13,Closed
884,CMP5536-SLHPM1,5536-SLHPM,Service,5,Open
885,CMP6923-EFPNL1,6923-EFPNL,Service,15,Closed
886,CMP6923-EFPNL2,6923-EFPNL,Billing,14,Closed
887,CMP9574-RKJIF1,9574-RKJIF,Billing,15,Open
888,CMP2619-WFQWU1,2619-WFQWU,Service,13,Open
889,CMP3803-KMQFW1,3803-KMQFW,Billing,12,Closed
890,CMP0329-GTIAJ1,0329-GTIAJ,Service,11,Closed
891,CMP0329-GTIAJ2,0329-GTIAJ,Billing,10,Closed
892,CMP0013-EXCHZ1,0013-EXCHZ,Service,13,Closed
893,CMP0013-EXCHZ2,0013-EXCHZ,Service,14,Closed
894,CMP5550-VFRLC1,5550-VFRLC,Billing,15,Open
895,CMP4929-BSTRX1,4929-BSTRX,Service,12,Closed
896,CMP5271-YNWVR1,5271-YNWVR,Service,10,Closed
897,CMP5271-YNWVR2,5271-YNWVR,Billing,11,Closed
898,CMP7253-UVNDW1,7253-UVNDW,Billing,9,Closed
899,CMP7228-OMTPN1,7228-OMTPN,Service,11,Open
900,CMP7228-OMTPN2,7228-OMTPN,Billing,12,Closed
901,CMP6284-AHOOQ1,6284-AHOOQ,Billing,12,Closed
902,CMP6284-AHOOQ2,6284-AHOOQ,Service,15,Closed
903,CMP4818-DRBQT1,4818-DRBQT,Billing,11,Open
904,CMP1320-HTRDR1,1320-HTRDR,Billing,11,Closed
905,CMP1320-HTRDR2,1320-HTRDR,Service,15,Closed
906,CMP5028-HTLJB1,5028-HTLJB,Internet,10,Closed
907,CMP5028-HTLJB2,5028-HTLJB,Billing,10,Closed
908,CMP2320-JRSDE1,2320-JRSDE,Billing,14,Closed
909,CMP5143-WMWOG1,5143-WMWOG,Internet,15,Closed
910,CMP5393-RXQSZ1,5393-RXQSZ,Internet,11,Closed
911,CMP5510-BOIUJ1,5510-BOIUJ,Internet,14,Open
912,CMP4471-KXAUH1,4471-KXAUH,Billing,13,Open
913,CMP4471-KXAUH2,4471-KXAUH,Billing,12,Closed
914,CMP3244-DCJWY1,3244-DCJWY,Service,14,Closed
915,CMP4797-AXPXK1,4797-AXPXK,Internet,15,Closed
916,CMP4369-HTUIF1,4369-HTUIF,Internet,13,Open
917,CMP1984-FCOWB1,1984-FCOWB,Service,12,Closed
918,CMP1984-FCOWB2,1984-FCOWB,Billing,12,Closed
919,CMP0654-HMSHN1,0654-HMSHN,Billing,11,Closed
920,CMP0654-HMSHN2,0654-HMSHN,Billing,15,Closed
921,CMP5287-QWLKY1,5287-QWLKY,Internet,15,Open
922,CMP5287-QWLKY2,5287-QWLKY,Billing,11,Closed
923,CMP5196-SGOAK1,5196-SGOAK,Billing,10,Open
924,CMP5196-SGOAK2,5196-SGOAK,Internet,14,Closed
925,CMP1891-UAWWU1,1891-UAWWU,Billing,15,Closed
926,CMP1891-UAWWU2,1891-UAWWU,Service,10,Closed
927,CMP6108-OQZDQ1,6108-OQZDQ,Internet,15,Closed
928,CMP0363-QJVFX1,0363-QJVFX,Billing,15,Closed
929,CMP0363-QJVFX2,0363-QJVFX,Service,12,Closed
930,CMP8042-JVNFH1,8042-JVNFH,Service,11,Closed
931,CMP5049-GLYVG1,5049-GLYVG,Service,13,Closed
932,CMP5883-GTGVD1,5883-GTGVD,Billing,12,Open
933,CMP5883-GTGVD2,5883-GTGVD,Service,12,Closed
934,CMP2398-YPMUR1,2398-YPMUR,Internet,8,Open
935,CMP9985-MWVIX1,9985-MWVIX,Service,12,Closed
936,CMP1265-XTECC1,1265-XTECC,Service,11,Open
937,CMP1265-XTECC2,1265-XTECC,Billing,15,Closed
938,CMP1415-YFWLT1,1415-YFWLT,Service,15,Closed
939,CMP4548-SDBKE1,4548-SDBKE,Billing,11,Closed
940,CMP9102-IAYHT1,9102-IAYHT,Service,13,Closed
941,CMP2642-DTVCO1,2642-DTVCO,Service,12,Closed
942,CMP1363-TXLSL1,1363-TXLSL,Internet,15,Open
943,CMP1363-TXLSL2,1363-TXLSL,Internet,12,Closed
944,CMP9846-GKXAS1,9846-GKXAS,Service,13,Open
945,CMP6017-PPLPX1,6017-PPLPX,Internet,7,Closed
946,CMP4581-SSPWD1,4581-SSPWD,Internet,13,Closed
947,CMP0378-NHQXU1,0378-NHQXU,Billing,10,Closed
948,CMP4512-ZUIYL1,4512-ZUIYL,Internet,14,Closed
949,CMP4512-ZUIYL2,4512-ZUIYL,Billing,10,Closed
950,CMP0568-ONFPC1,0568-ONFPC,Service,11,Closed
951,CMP0568-ONFPC2,0568-ONFPC,Service,11,Closed
952,CMP0733-VUNUW1,0733-VUNUW,Service,5,Closed
953,CMP0733-VUNUW2,0733-VUNUW,Billing,6,Closed
954,CMP4550-EVXNY1,4550-EVXNY,Service,12,Closed
955,CMP4550-EVXNY2,4550-EVXNY,Internet,12,Open
956,CMP3538-WZPHD1,3538-WZPHD,Service,14,Closed
957,CMP3538-WZPHD2,3538-WZPHD,Internet,15,Closed
958,CMP8610-WFCJF1,8610-WFCJF,Billing,12,Closed
959,CMP8610-WFCJF2,8610-WFCJF,Service,11,Closed
960,CMP0117-LFRMW1,0117-LFRMW,Billing,8,Closed
961,CMP0117-LFRMW2,0117-LFRMW,Internet,6,Closed
962,CMP1965-AKTSX1,1965-AKTSX,Billing,8,Closed
963,CMP1965-AKTSX2,1965-AKTSX,Service,9,Closed
964,CMP4786-UKSNZ1,4786-UKSNZ,Service,13,Closed
965,CMP4786-UKSNZ2,4786-UKSNZ,Service,11,Closed
966,CMP7248-VZQLC1,7248-VZQLC,Billing,10,Closed
967,CMP4192-GORJT1,4192-GORJT,Service,14,Closed
968,CMP4192-GORJT2,4192-GORJT,Billing,13,Closed
969,CMP9912-GVSEQ1,9912-GVSEQ,Billing,15,Closed
970,CMP9912-GVSEQ2,9912-GVSEQ,Billing,11,Closed
971,CMP6877-LGWXO1,6877-LGWXO,Billing,5,Open
972,CMP8019-ENHXU1,8019-ENHXU,Internet,12,Open
973,CMP5167-GBFRE1,5167-GBFRE,Service,12,Closed
974,CMP5167-GBFRE2,5167-GBFRE,Billing,11,Closed
975,CMP5567-WSELE1,5567-WSELE,Service,14,Closed
976,CMP8063-RJYNF1,8063-RJYNF,Service,12,Closed
977,CMP8063-RJYNF2,8063-RJYNF,Billing,12,Closed
978,CMP5685-IIXLY1,5685-IIXLY,Internet,15,Closed
979,CMP4250-ZBWLV1,4250-ZBWLV,Billing,13,Closed
980,CMP5095-AESKG1,5095-AESKG,Service,12,Open
981,CMP9090-SGQXL1,9090-SGQXL,Billing,11,Closed
982,CMP9090-SGQXL2,9090-SGQXL,Billing,11,Open
983,CMP6595-YGXIT1,6595-YGXIT,Billing,13,Closed
984,CMP9835-ZIITK1,9835-ZIITK,Billing,11,Closed
985,CMP5649-TJHOV1,5649-TJHOV,Billing,5,Closed
986,CMP0519-XUZJU1,0519-XUZJU,Billing,11,Closed
987,CMP9445-SZLCH1,9445-SZLCH,Billing,12,Closed
988,CMP9445-SZLCH2,9445-SZLCH,Internet,12,Closed
989,CMP8364-TRMMK1,8364-TRMMK,Internet,14,Closed
990,CMP8775-LHDJH1,8775-LHDJH,Internet,15,Closed
991,CMP8775-LHDJH2,8775-LHDJH,Service,14,Closed
992,CMP3565-UNOCC1,3565-UNOCC,Internet,11,Closed
993,CMP9249-FXSCK1,9249-FXSCK,Billing,14,Open
994,CMP9249-FXSCK2,9249-FXSCK,Service,12,Closed
995,CMP4903-UYAVB1,4903-UYAVB,Billing,11,Closed
996,CMP4077-CROMM1,4077-CROMM,Internet,10,Closed
997,CMP4077-CROMM2,4077-CROMM,Billing,14,Closed
998,CMP2868-MZAGQ1,2868-MZAGQ,Billing,11,Open
999,CMP2868-MZAGQ2,2868-MZAGQ,Billing,12,Open
1000,CMP8650-RHRKE1,8650-RHRKE,Billing,11,Open
1001,CMP6328-ZPBGN1,6328-ZPBGN,Billing,10,Closed
1002,CMP2867-UIMSS1,2867-UIMSS,Internet,13,Closed
1003,CMP2867-UIMSS2,2867-UIMSS,Service,13,Closed
1004,CMP6769-DYBQN1,6769-DYBQN,Internet,15,Closed
1005,CMP6769-DYBQN2,6769-DYBQN,Service,12,Closed
1006,CMP4439-JMPMT1,4439-JMPMT,Service,15,Open
1007,CMP3296-SILRA1,3296-SILRA,Service,15,Closed
1008,CMP3296-SILRA2,3296-SILRA,Billing,13,Closed
1009,CMP3751-KTZEL1,3751-KTZEL,Service,13,Closed
1010,CMP5813-UECBU1,5813-UECBU,Service,12,Open
1011,CMP4195-SMMNX1,4195-SMMNX,Service,10,Closed
1012,CMP4195-SMMNX2,4195-SMMNX,Internet,13,Open
1013,CMP6956-SMUCM1,6956-SMUCM,Service,11,Closed
1014,CMP6956-SMUCM2,6956-SMUCM,Internet,13,Closed
1015,CMP3223-WZWJM1,3223-WZWJM,Billing,13,Closed
1016,CMP2530-ENDWQ1,2530-ENDWQ,Internet,10,Closed
1017,CMP2754-XBHTB1,2754-XBHTB,Billing,9,Closed
1018,CMP1597-LHYNC1,1597-LHYNC,Internet,14,Closed
1019,CMP0754-UKWQP1,0754-UKWQP,Service,13,Closed
1020,CMP0754-UKWQP2,0754-UKWQP,Billing,15,Closed
1021,CMP7623-TRNQN1,7623-TRNQN,Service,14,Open
1022,CMP9330-IJWIO1,9330-IJWIO,Internet,10,Open
1023,CMP9330-IJWIO2,9330-IJWIO,Billing,10,Open
1024,CMP9661-MHUMO1,9661-MHUMO,Internet,13,Closed
1025,CMP1842-EZJMK1,1842-EZJMK,Service,14,Closed
1026,CMP1842-EZJMK2,1842-EZJMK,Service,14,Closed
1027,CMP8073-IJDCM1,8073-IJDCM,Internet,14,Closed
1028,CMP8073-IJDCM2,8073-IJDCM,Service,14,Closed
1029,CMP2720-WGKHP1,2720-WGKHP,Service,14,Closed
1030,CMP9894-EZEWG1,9894-EZEWG,Internet,10,Closed
1031,CMP9894-EZEWG2,9894-EZEWG,Internet,15,Closed
1032,CMP0637-UBJRP1,0637-UBJRP,Billing,14,Closed
1033,CMP1963-VAUKV1,1963-VAUKV,Service,11,Closed
1034,CMP3259-FDWOY1,3259-FDWOY,Billing,14,Closed
1035,CMP3259-FDWOY2,3259-FDWOY,Service,10,Closed
1036,CMP0807-ZABDG1,0807-ZABDG,Internet,12,Closed
1037,CMP0807-ZABDG2,0807-ZABDG,Service,13,Closed
1038,CMP5748-RNCJT1,5748-RNCJT,Service,13,Open
1039,CMP5748-RNCJT2,5748-RNCJT,Internet,12,Closed
1040,CMP7739-LAXOG1,7739-LAXOG,Billing,10,Closed
1041,CMP6034-ZRYCV1,6034-ZRYCV,Billing,5,Closed
1042,CMP6034-ZRYCV2,6034-ZRYCV,Service,7,Closed
1043,CMP2079-FBMZK1,2079-FBMZK,Internet,8,Closed
1044,CMP3551-HUAZH1,3551-HUAZH,Internet,13,Closed
1045,CMP8761-NSOBC1,8761-NSOBC,Billing,11,Closed
1046,CMP8413-VONUO1,8413-VONUO,Billing,11,Closed
1047,CMP9223-UCPVT1,9223-UCPVT,Service,11,Open
1048,CMP9223-UCPVT2,9223-UCPVT,Billing,13,Closed
1049,CMP9728-FTTVZ1,9728-FTTVZ,Internet,15,Open
1050,CMP9728-FTTVZ2,9728-FTTVZ,Service,11,Open
1051,CMP7254-IQWOZ1,7254-IQWOZ,Service,10,Closed
1052,CMP6110-OHIHY1,6110-OHIHY,Billing,12,Open
1053,CMP5889-LFOLL1,5889-LFOLL,Service,11,Open
1054,CMP5708-EVONK1,5708-EVONK,Service,10,Closed
1055,CMP5708-EVONK2,5708-EVONK,Billing,12,Closed
1056,CMP0616-ATFGB1,0616-ATFGB,Billing,14,Open
1057,CMP0616-ATFGB2,0616-ATFGB,Internet,12,Closed
1058,CMP7016-BPGEU1,7016-BPGEU,Service,8,Closed
1059,CMP7016-BPGEU2,7016-BPGEU,Billing,6,Open
1060,CMP6876-ADESB1,6876-ADESB,Internet,14,Closed
1061,CMP6876-ADESB2,6876-ADESB,Billing,15,Open
1062,CMP0220-EBGCE1,0220-EBGCE,Internet,11,Closed
1063,CMP0220-EBGCE2,0220-EBGCE,Billing,11,Closed
1064,CMP1031-IIDEO1,1031-IIDEO,Internet,12,Closed
1065,CMP5832-XKAES1,5832-XKAES,Service,13,Closed
1066,CMP0023-XUOPT1,0023-XUOPT,Billing,10,Closed
1067,CMP7632-MNYOY1,7632-MNYOY,Billing,15,Closed
1068,CMP7632-MNYOY2,7632-MNYOY,Billing,11,Closed
1069,CMP9600-NAXZN1,9600-NAXZN,Service,11,Closed
1070,CMP6457-USBER1,6457-USBER,Service,14,Closed
1071,CMP1925-TIBLE1,1925-TIBLE,Billing,15,Closed
1072,CMP0818-OCPZO1,0818-OCPZO,Service,11,Closed
1073,CMP0818-OCPZO2,0818-OCPZO,Service,11,Open
1074,CMP1389-CXMLU1,1389-CXMLU,Service,10,Closed
1075,CMP1389-CXMLU2,1389-CXMLU,Internet,11,Closed
1076,CMP2272-QAGFO1,2272-QAGFO,Internet,5,Closed
1077,CMP2272-QAGFO2,2272-QAGFO,Billing,6,Open
1078,CMP3768-NLUBH1,3768-NLUBH,Service,14,Closed
1079,CMP7359-SSBJK1,7359-SSBJK,Service,9,Closed
1080,CMP0685-MLYYM1,0685-MLYYM,Internet,12,Closed
1081,CMP2180-DXNEG1,2180-DXNEG,Billing,12,Open
1082,CMP5515-AKOAJ1,5515-AKOAJ,Service,13,Closed
1083,CMP5515-AKOAJ2,5515-AKOAJ,Internet,13,Closed
1084,CMP8976-OQHGT1,8976-OQHGT,Service,11,Open
1085,CMP8976-OQHGT2,8976-OQHGT,Billing,10,Open
1086,CMP6230-BSUXY1,6230-BSUXY,Internet,10,Closed
1087,CMP5294-CDGWY1,5294-CDGWY,Billing,6,Closed
1088,CMP5295-PCJOO1,5295-PCJOO,Internet,12,Open
1089,CMP3990-QYKBE1,3990-QYKBE,Service,10,Closed
1090,CMP3090-HAWSU1,3090-HAWSU,Service,15,Closed
1091,CMP7758-XKCBS1,7758-XKCBS,Internet,8,Closed
1092,CMP3005-NFMTA1,3005-NFMTA,Internet,15,Closed
1093,CMP9451-LPGOO1,9451-LPGOO,Billing,11,Closed
1094,CMP9940-HPQPG1,9940-HPQPG,Billing,10,Closed
1095,CMP9940-HPQPG2,9940-HPQPG,Service,12,Open
1096,CMP6618-RYATB1,6618-RYATB,Service,13,Closed
1097,CMP6618-RYATB2,6618-RYATB,Internet,15,Open
1098,CMP2685-SREOM1,2685-SREOM,Billing,14,Closed
1099,CMP6692-UDPJC1,6692-UDPJC,Billing,14,Closed
1100,CMP6692-UDPJC2,6692-UDPJC,Service,10,Closed
1101,CMP1273-MTETI1,1273-MTETI,Billing,13,Closed
1102,CMP0295-PPHDO1,0295-PPHDO,Billing,12,Closed
1103,CMP0295-PPHDO2,0295-PPHDO,Billing,12,Closed
1104,CMP1195-OIYEJ1,1195-OIYEJ,Service,14,Open
1105,CMP5876-HZVZM1,5876-HZVZM,Internet,8,Open
1106,CMP5876-HZVZM2,5876-HZVZM,Service,7,Closed
1107,CMP1400-MMYXY1,1400-MMYXY,Internet,14,Closed
1108,CMP3085-QUOZK1,3085-QUOZK,Service,11,Closed
1109,CMP3085-QUOZK2,3085-QUOZK,Service,12,Closed
1110,CMP1041-RXHRA1,1041-RXHRA,Billing,9,Closed
1111,CMP1041-RXHRA2,1041-RXHRA,Billing,7,Closed
1112,CMP8267-ZNYVZ1,8267-ZNYVZ,Internet,14,Closed
1113,CMP8267-ZNYVZ2,8267-ZNYVZ,Internet,15,Closed
1114,CMP5570-PTWEH1,5570-PTWEH,Internet,11,Closed
1115,CMP6502-MJQAE1,6502-MJQAE,Billing,13,Closed
1116,CMP6502-MJQAE2,6502-MJQAE,Service,12,Closed
1117,CMP0032-PGELS1,0032-PGELS,Billing,14,Closed
1118,CMP0032-PGELS2,0032-PGELS,Service,14,Closed
1119,CMP1564-NTYXF1,1564-NTYXF,Service,11,Closed
1120,CMP7240-FQLHE1,7240-FQLHE,Billing,10,Closed
1121,CMP6664-FPDAC1,6664-FPDAC,Billing,11,Closed
1122,CMP3585-ISXZP1,3585-ISXZP,Billing,11,Closed
1123,CMP6583-QGCSI1,6583-QGCSI,Billing,14,Closed
1124,CMP6583-QGCSI2,6583-QGCSI,Service,15,Open
1125,CMP7703-ZEKEF1,7703-ZEKEF,Internet,12,Closed
1126,CMP0723-DRCLG1,0723-DRCLG,Internet,11,Closed
1127,CMP0639-TSIQW1,0639-TSIQW,Billing,10,Closed
1128,CMP8361-LTMKD1,8361-LTMKD,Internet,10,Closed
1129,CMP6713-OKOMC1,6713-OKOMC,Billing,4,Closed
1130,CMP9959-WOFKT1,9959-WOFKT,Internet,4,Closed
1131,CMP9959-WOFKT2,9959-WOFKT,Billing,1,Closed
1132,CMP8012-SOUDQ1,8012-SOUDQ,Service,4,Closed
1133,CMP1215-FIGMP1,1215-FIGMP,Service,2,Closed
1134,CMP1215-FIGMP2,1215-FIGMP,Billing,4,Closed
1135,CMP2796-NNUFI1,2796-NNUFI,Internet,1,Open
1136,CMP2796-NNUFI2,2796-NNUFI,Service,3,Closed
1137,CMP9848-JQJTX1,9848-JQJTX,Service,3,Closed
1138,CMP9848-JQJTX2,9848-JQJTX,Service,2,Closed
1139,CMP6180-YBIQI1,6180-YBIQI,Internet,3,Closed
1140,CMP2848-YXSMW1,2848-YXSMW,Internet,1,Closed
1141,CMP3071-VBYPO1,3071-VBYPO,Internet,9,Open
1142,CMP3071-VBYPO2,3071-VBYPO,Service,9,Closed
1143,CMP4622-YNKIJ1,4622-YNKIJ,Billing,2,Closed
1144,CMP4622-YNKIJ2,4622-YNKIJ,Billing,2,Closed
1145,CMP3930-ZGWVE1,3930-ZGWVE,Service,2,Closed
1146,CMP3930-ZGWVE2,3930-ZGWVE,Internet,2,Closed
1147,CMP6217-KDYWC1,6217-KDYWC,Internet,1,Closed
1148,CMP6217-KDYWC2,6217-KDYWC,Billing,1,Closed
1149,CMP3780-YVMFA1,3780-YVMFA,Internet,2,Open
1150,CMP3780-YVMFA2,3780-YVMFA,Internet,4,Closed
1151,CMP6551-GNYDG1,6551-GNYDG,Billing,1,Closed
1152,CMP6551-GNYDG2,6551-GNYDG,Service,3,Closed
1153,CMP9167-APMXZ1,9167-APMXZ,Internet,4,Closed
1154,CMP9167-APMXZ2,9167-APMXZ,Service,3,Closed
1155,CMP2907-ILJBN1,2907-ILJBN,Service,3,Closed
1156,CMP9323-HGFWY1,9323-HGFWY,Service,3,Closed
1157,CMP9323-HGFWY2,9323-HGFWY,Internet,1,Closed
1158,CMP8544-GOQSH1,8544-GOQSH,Service,2,Closed
1159,CMP0699-NDKJM1,0699-NDKJM,Internet,4,Closed
1160,CMP0945-TSONX1,0945-TSONX,Billing,3,Open
1161,CMP0945-TSONX2,0945-TSONX,Billing,3,Closed
1162,CMP3282-ZISZV1,3282-ZISZV,Internet,4,Closed
1163,CMP7017-VFHAY1,7017-VFHAY,Service,3,Closed
1164,CMP4716-HHKQH1,4716-HHKQH,Service,4,Closed
1165,CMP4716-HHKQH2,4716-HHKQH,Service,3,Closed
1166,CMP8203-XJZRC1,8203-XJZRC,Internet,3,Closed
1167,CMP8203-XJZRC2,8203-XJZRC,Service,4,Closed
1168,CMP9498-FIMXL1,9498-FIMXL,Service,2,Closed
1169,CMP9498-FIMXL2,9498-FIMXL,Internet,2,Closed
1170,CMP2379-GYFLQ1,2379-GYFLQ,Service,2,Closed
1171,CMP2379-GYFLQ2,2379-GYFLQ,Internet,3,Open
1172,CMP7302-ZHMHP1,7302-ZHMHP,Service,3,Closed
1173,CMP6862-CQUMB1,6862-CQUMB,Internet,1,Open
1174,CMP6158-HDPXZ1,6158-HDPXZ,Internet,4,Closed
1175,CMP0224-RLWWD1,0224-RLWWD,Service,3,Closed
1176,CMP3951-NJCVI1,3951-NJCVI,Service,4,Closed
1177,CMP2519-ERQOJ1,2519-ERQOJ,Internet,3,Closed
1178,CMP2519-ERQOJ2,2519-ERQOJ,Internet,2,Closed
1179,CMP5605-IYGFG1,5605-IYGFG,Service,3,Open
1180,CMP5605-IYGFG2,5605-IYGFG,Internet,3,Closed
1181,CMP2181-UAESM1,2181-UAESM,Billing,3,Closed
1182,CMP4980-URKXC1,4980-URKXC,Billing,3,Closed
1183,CMP5886-VLQVU1,5886-VLQVU,Service,4,Closed
1184,CMP4237-CLSMM1,4237-CLSMM,Billing,3,Open
1185,CMP4237-CLSMM2,4237-CLSMM,Billing,1,Closed
1186,CMP4719-UMSIY1,4719-UMSIY,Billing,1,Closed
1187,CMP1304-BCCFO1,1304-BCCFO,Billing,3,Closed
1188,CMP3957-HHLMR1,3957-HHLMR,Service,4,Closed
1189,CMP4332-MUOEZ1,4332-MUOEZ,Billing,4,Closed
1190,CMP3482-ABPKK1,3482-ABPKK,Billing,3,Closed
1191,CMP3482-ABPKK2,3482-ABPKK,Internet,1,Closed
1192,CMP6705-LXORM1,6705-LXORM,Service,2,Closed
1193,CMP6705-LXORM2,6705-LXORM,Service,1,Open
1194,CMP7531-GQHME1,7531-GQHME,Service,3,Open
1195,CMP0356-OBMAC1,0356-OBMAC,Billing,3,Closed
1196,CMP5348-CAGXB1,5348-CAGXB,Service,2,Closed
1197,CMP5348-CAGXB2,5348-CAGXB,Internet,3,Closed
1198,CMP4676-MQUEA1,4676-MQUEA,Service,3,Closed
1199,CMP3580-HYCSP1,3580-HYCSP,Service,1,Closed
1200,CMP3580-HYCSP2,3580-HYCSP,Service,1,Closed
1201,CMP1352-HNSAW1,1352-HNSAW,Billing,2,Closed
1202,CMP1352-HNSAW2,1352-HNSAW,Billing,1,Closed
1203,CMP2654-VBVPB1,2654-VBVPB,Internet,1,Closed
1204,CMP2654-VBVPB2,2654-VBVPB,Service,1,Closed
1205,CMP1154-HYWWO1,1154-HYWWO,Service,1,Closed
1206,CMP6103-LIANB1,6103-LIANB,Billing,3,Closed
1207,CMP6103-LIANB2,6103-LIANB,Internet,3,Closed
1208,CMP5846-NEQVZ1,5846-NEQVZ,Internet,2,Closed
1209,CMP5846-NEQVZ2,5846-NEQVZ,Service,3,Closed
1210,CMP8752-IMQOS1,8752-IMQOS,Internet,4,Closed
1211,CMP0619-OLYUR1,0619-OLYUR,Billing,2,Closed
1212,CMP0619-OLYUR2,0619-OLYUR,Service,1,Closed
1213,CMP0215-BQKGS1,0215-BQKGS,Service,2,Closed
1214,CMP0215-BQKGS2,0215-BQKGS,Billing,4,Closed
1215,CMP0374-FIUCA1,0374-FIUCA,Billing,2,Closed
1216,CMP1096-ADRUX1,1096-ADRUX,Service,3,Open
1217,CMP1096-ADRUX2,1096-ADRUX,Service,3,Closed
1218,CMP6689-VRRTK1,6689-VRRTK,Billing,2,Open
1219,CMP6689-VRRTK2,6689-VRRTK,Service,3,Closed
1220,CMP4908-XAXAY1,4908-XAXAY,Billing,4,Closed
1221,CMP5183-SNMJQ1,5183-SNMJQ,Internet,4,Closed
1222,CMP5183-SNMJQ2,5183-SNMJQ,Billing,4,Closed
1223,CMP7838-LAZFO1,7838-LAZFO,Service,1,Open
1224,CMP8755-OGKNA1,8755-OGKNA,Billing,4,Closed
1225,CMP2826-UWHIS1,2826-UWHIS,Service,3,Open
1226,CMP2826-UWHIS2,2826-UWHIS,Billing,4,Open
1227,CMP6663-JOCQO1,6663-JOCQO,Internet,3,Open
1228,CMP6663-JOCQO2,6663-JOCQO,Service,1,Closed
1229,CMP1456-TWCGB1,1456-TWCGB,Service,2,Open
1230,CMP3347-YJZZE1,3347-YJZZE,Billing,1,Open
1231,CMP1307-TVUFB1,1307-TVUFB,Internet,1,Closed
1232,CMP8224-IVVPA1,8224-IVVPA,Service,3,Open
1233,CMP7969-FFOWG1,7969-FFOWG,Internet,4,Closed
1234,CMP7706-DZNKK1,7706-DZNKK,Service,4,Closed
1235,CMP7706-DZNKK2,7706-DZNKK,Billing,4,Closed
1236,CMP3758-CKOQL1,3758-CKOQL,Service,2,Open
1237,CMP3758-CKOQL2,3758-CKOQL,Billing,3,Closed
1238,CMP0810-BDHAW1,0810-BDHAW,Internet,4,Closed
1239,CMP9871-ELEYA1,9871-ELEYA,Service,1,Open
